datetime,CO,NO2,TEMP,RH,AH
2004-05-29T19:00:00Z,1,93,21.7,32.2,0.825
2004-05-29T20:00:00Z,1.2,112,20.8,33.2,0.8061
2004-05-29T21:00:00Z,1,103,20.1,35,0.8149
2004-05-29T22:00:00Z,1.3,93,19.5,36.9,0.8258
2004-05-29T23:00:00Z,2.7,112,19,38.2,0.8327
2004-05-30T00:00:00Z,2.7,125,18.5,39.4,0.832
2004-05-30T01:00:00Z,1.6,107,17.8,41.7,0.844
2004-05-30T02:00:00Z,0.6,76,19.2,42,0.9248
2004-05-30T05:00:00Z,0.1,37,17.2,47.2,0.9178
2004-05-30T06:00:00Z,0.1,45,17.3,47.6,0.9295
2004-05-30T07:00:00Z,0.2,61,18.6,44.2,0.9385
2004-05-30T08:00:00Z,0.3,67,20.2,37.8,0.8837
2004-05-30T09:00:00Z,0.3,60,22,31.9,0.8335
2004-05-30T10:00:00Z,0.4,64,25.5,25.9,0.8339
2004-05-30T11:00:00Z,0.3,64,27.5,22.8,0.8249
2004-05-30T12:00:00Z,0.3,59,28.7,20.7,0.8024
2004-05-30T13:00:00Z,0.1,41,29.1,19.6,0.7771
2004-05-30T14:00:00Z,0.1,46,29.8,18.4,0.7595
2004-05-30T15:00:00Z,0.2,46,32,15,0.7028
2004-05-30T16:00:00Z,0.6,77,30.3,17,0.7232
2004-05-30T17:00:00Z,0.5,83,31.7,16.2,0.745
2004-05-30T18:00:00Z,0.9,90,29.2,19.6,0.7817
2004-05-30T19:00:00Z,1.1,95,27.4,23.8,0.858
2004-05-30T20:00:00Z,1.3,113,25,26.9,0.8408
2004-05-30T21:00:00Z,1.5,128,23.6,30.1,0.8663
2004-05-30T22:00:00Z,1.2,117,22.3,33.6,0.8913
2004-05-30T23:00:00Z,0.4,64,21.4,36.9,0.9271
2004-05-31T00:00:00Z,0.2,28,20.6,39.9,0.9597
2004-05-31T01:00:00Z,0.3,46,19.7,43.2,0.9812
2004-05-31T06:00:00Z,0.5,60,16.6,52.1,0.9785
2004-05-31T07:00:00Z,1.6,83,17.4,50.9,1.0017
2004-05-31T08:00:00Z,3.6,129,19.3,46,1.0185
2004-05-31T09:00:00Z,2.2,137,20.9,43.6,1.0683
2004-05-31T10:00:00Z,1.6,121,25.6,33.3,1.0773
2004-05-31T11:00:00Z,1.4,123,28.9,26,1.0188
2004-05-31T12:00:00Z,1.4,120,30.3,22.8,0.9695
2004-05-31T13:00:00Z,1.5,119,30.9,24.4,1.0724
2004-05-31T14:00:00Z,1.3,121,30.5,26.2,1.1278
2004-05-31T15:00:00Z,1.2,111,30.7,23.4,1.015
2004-05-31T16:00:00Z,1.8,128,28.1,29.8,1.1132
2004-05-31T17:00:00Z,3,159,26.9,32.2,1.1267
2004-05-31T18:00:00Z,3.5,161,26,34.6,1.1485
2004-05-31T19:00:00Z,2.4,116,24.5,37.7,1.1454
2004-05-31T20:00:00Z,1.1,96,21.7,46.9,1.2044
2004-05-31T21:00:00Z,0.8,69,19.3,68.8,1.519
2004-05-31T22:00:00Z,0.4,58,17.6,81.6,1.6296
2004-05-31T23:00:00Z,0.6,59,17.8,80.3,1.6212
2004-06-01T00:00:00Z,0.3,45,18.6,75.7,1.6074
2004-06-01T05:00:00Z,0.1,41,16.8,81.3,1.5452
2004-06-01T06:00:00Z,0.3,65,17.3,78.6,1.5412
2004-06-01T07:00:00Z,1.4,94,16.9,80.9,1.5472
2004-06-01T08:00:00Z,2.7,100,17.1,79.8,1.542
2004-06-01T09:00:00Z,2.3,103,18.5,70.3,1.4826
2004-06-01T10:00:00Z,1.8,89,19.6,66.7,1.5023
2004-06-01T11:00:00Z,1.6,86,20.4,63.1,1.4969
2004-06-01T12:00:00Z,1.9,89,21.6,61.8,1.5775
2004-06-01T13:00:00Z,2.5,88,24,49.3,1.4509
2004-06-01T14:00:00Z,1.6,73,25.7,43.8,1.4262
2004-06-01T15:00:00Z,1.5,78,24.6,47.5,1.4487
2004-06-01T16:00:00Z,2.5,95,24.8,47.4,1.4628
2004-06-01T17:00:00Z,3.6,109,23.7,50.5,1.4636
2004-06-01T18:00:00Z,3.5,95,23,53.8,1.4968
2004-06-01T19:00:00Z,4.8,101,21.5,65.8,1.6688
2004-06-01T20:00:00Z,3.7,88,21,66.9,1.6436
2004-06-01T21:00:00Z,2.1,77,20.6,68.1,1.6329
2004-06-01T22:00:00Z,1.6,75,20.5,66.9,1.5914
2004-06-01T23:00:00Z,2.2,81,20.2,65.2,1.5251
2004-06-02T00:00:00Z,0.8,57,19.5,68,1.5269
2004-06-05T04:00:00Z,0.7,63,19.6,54.8,1.236
2004-06-05T05:00:00Z,0.7,71,19.3,57.3,1.265
2004-06-05T06:00:00Z,1.2,91,19.7,58.4,1.3254
2004-06-05T07:00:00Z,1.5,95,19.8,59.4,1.3554
2004-06-05T08:00:00Z,1.5,96,20.9,54.8,1.3387
2004-06-05T09:00:00Z,1.6,81,22.4,47.9,1.2817
2004-06-05T10:00:00Z,1.1,68,24.1,41.3,1.2202
2004-06-05T11:00:00Z,1.1,57,25.9,36.9,1.2133
2004-06-05T12:00:00Z,1.4,68,30.7,26,1.1287
2004-06-05T13:00:00Z,1.4,72,30.3,25.2,1.0652
2004-06-05T14:00:00Z,1,62,30.1,25.4,1.0641
2004-06-05T15:00:00Z,1.3,75,27.6,35.1,1.2764
2004-06-05T16:00:00Z,1.9,92,26.6,47.6,1.6315
2004-06-05T17:00:00Z,1.7,89,30.4,31.3,1.3331
2004-06-05T18:00:00Z,2.3,105,27.8,35,1.282
2004-06-05T19:00:00Z,2.4,111,26.6,37.9,1.2994
2004-06-05T20:00:00Z,1.8,102,23.4,44.4,1.2646
2004-06-05T21:00:00Z,0.6,30,23,51.1,1.4175
2004-06-05T22:00:00Z,0.8,43,22.1,53.5,1.4087
2004-06-05T23:00:00Z,1.7,67,21.6,53.6,1.3674
2004-06-06T00:00:00Z,1.1,58,21.9,52.7,1.365
2004-06-06T01:00:00Z,0.6,24,21.3,54.9,1.3707
2004-06-06T02:00:00Z,1.1,58,17.5,79.1,1.5709
2004-06-06T04:00:00Z,1,62,17.1,81.8,1.5816
2004-06-06T05:00:00Z,0.5,34,16.6,80.2,1.5002
2004-06-06T06:00:00Z,0.7,46,16.8,77.4,1.4739
2004-06-06T07:00:00Z,1,62,18.3,66.5,1.381
2004-06-06T08:00:00Z,1.2,70,20.4,55.8,1.3196
2004-06-06T09:00:00Z,0.7,54,21.6,45.3,1.1533
2004-06-06T10:00:00Z,0.9,61,23.1,39.4,1.0983
2004-06-06T11:00:00Z,0.8,53,25.4,31.6,1.0058
2004-06-06T12:00:00Z,0.8,49,26.6,29,0.9928
2004-06-06T13:00:00Z,0.5,48,25.9,28.8,0.9475
2004-06-06T14:00:00Z,0.5,45,27,28,0.981
2004-06-06T15:00:00Z,0.7,60,23.6,38.1,1.0917
2004-06-06T16:00:00Z,0.9,59,25.9,32,1.0529
2004-06-06T17:00:00Z,1,67,26.3,31.5,1.0643
2004-06-06T18:00:00Z,1.2,72,23.9,36.8,1.0774
2004-06-06T19:00:00Z,1.3,88,23.7,36.8,1.0609
2004-06-06T20:00:00Z,1.6,94,22.5,37.8,1.0157
2004-06-06T21:00:00Z,1.4,89,21.8,39.2,1.0115
2004-06-06T22:00:00Z,1.7,96,20.9,42.6,1.04
2004-06-06T23:00:00Z,1.7,98,20,45.6,1.0555
2004-06-07T00:00:00Z,1.4,95,19.3,47.9,1.059
2004-06-07T01:00:00Z,0.8,64,18.7,49,1.0462
2004-06-07T02:00:00Z,0.4,38,17.8,54.1,1.0938
2004-06-07T05:00:00Z,0.5,40,18.2,54.1,1.1155
2004-06-07T06:00:00Z,1.5,76,17.3,57.6,1.1289
2004-06-07T07:00:00Z,2.6,90,19.9,49.4,1.1354
2004-06-07T08:00:00Z,4.3,118,21.7,44.2,1.1321
2004-06-07T09:00:00Z,3.1,118,23.5,40,1.1386
2004-06-07T10:00:00Z,2.9,122,28.4,29.7,1.1345
2004-06-07T11:00:00Z,2.5,120,31.6,24.1,1.0994
2004-06-07T12:00:00Z,1.9,132,31.3,24.1,1.0816
2004-06-07T13:00:00Z,2.5,115,34.4,20.4,1.0857
2004-06-07T14:00:00Z,2.5,127,33.7,21.3,1.0988
2004-06-07T15:00:00Z,2.8,126,35.9,18.9,1.0999
2004-06-07T16:00:00Z,2.3,113,34.3,19.4,1.0279
2004-06-07T17:00:00Z,3.3,124,33.5,19.9,1.0112
2004-06-07T18:00:00Z,2.8,108,30.5,24.2,1.0386
2004-06-07T19:00:00Z,4.8,142,30.3,26.2,1.1161
2004-06-07T20:00:00Z,2.5,125,27,36.7,1.2898
2004-06-07T21:00:00Z,2,116,24.6,41.9,1.2752
2004-06-07T22:00:00Z,1.8,101,23.3,44.5,1.2566
2004-06-07T23:00:00Z,1.7,101,22.4,46.9,1.2544
2004-06-08T00:00:00Z,1.3,92,21.7,50.8,1.3019
2004-06-08T01:00:00Z,0.7,55,21,51.9,1.2794
2004-06-08T02:00:00Z,0.5,42,20.5,54.3,1.2926
2004-06-08T04:00:00Z,0.3,30,21,53.1,1.3031
2004-06-08T05:00:00Z,0.5,40,19.6,57.1,1.2851
2004-06-08T06:00:00Z,1.4,69,18.2,62.3,1.2903
2004-06-08T07:00:00Z,3.3,100,19.5,57.7,1.2966
2004-06-08T08:00:00Z,5.8,125,21.6,51.7,1.313
2004-06-08T09:00:00Z,5,174,23.9,44.4,1.3029
2004-06-08T10:00:00Z,3.5,171,28.1,35.2,1.312
2004-06-08T11:00:00Z,2.9,149,31.4,28.6,1.298
2004-06-08T12:00:00Z,2.5,124,33.7,25.5,1.3095
2004-06-08T13:00:00Z,2.3,119,35.9,20.8,1.2103
2004-06-08T14:00:00Z,2.4,130,37.5,18.1,1.1529
2004-06-08T15:00:00Z,2.6,143,37.7,17.7,1.1383
2004-06-08T17:00:00Z,3.5,183,36.6,20.6,1.2445
2004-06-08T18:00:00Z,3.9,161,32.5,26,1.2502
2004-06-08T19:00:00Z,4.5,170,30.8,27.2,1.1832
2004-06-08T20:00:00Z,3.8,143,28.8,30.2,1.1761
2004-06-08T21:00:00Z,2.8,123,26.7,35.4,1.2233
2004-06-08T22:00:00Z,1.7,89,25.3,40.7,1.291
2004-06-08T23:00:00Z,1.2,67,24.9,41.2,1.2809
2004-06-09T00:00:00Z,1.6,81,23.7,45.1,1.3033
2004-06-09T01:00:00Z,1,54,22.5,49,1.3151
2004-06-09T02:00:00Z,0.9,57,22.3,50.6,1.3486
2004-06-09T04:00:00Z,0.5,51,20.8,54.4,1.3229
2004-06-09T05:00:00Z,0.5,58,20.3,56,1.3204
2004-06-09T06:00:00Z,1,69,20.5,54.8,1.3073
2004-06-09T07:00:00Z,3.5,107,21.7,50.6,1.2981
2004-06-09T08:00:00Z,6.4,151,23.4,46.1,1.3091
2004-06-09T09:00:00Z,2.9,146,25.1,43,1.3488
2004-06-09T10:00:00Z,3.4,165,30.1,32.8,1.3795
2004-06-09T11:00:00Z,2.8,159,34.7,25.9,1.4069
2004-06-09T12:00:00Z,2.8,174,37.2,23.2,1.4478
2004-06-09T13:00:00Z,2.8,167,39.5,18.3,1.2917
2004-06-09T14:00:00Z,2.3,137,40.6,15.3,1.1485
2004-06-09T15:00:00Z,1.8,116,40.3,16.1,1.1896
2004-06-09T16:00:00Z,2,125,40.3,14.2,1.0494
2004-06-09T17:00:00Z,3.5,194,39.6,16.7,1.1867
2004-06-09T18:00:00Z,4.9,222,37.3,23.4,1.4672
2004-06-09T19:00:00Z,4.6,206,33.7,27.7,1.4213
2004-06-09T20:00:00Z,3.4,162,30.7,32.2,1.3983
2004-06-09T21:00:00Z,2.7,132,28.4,35.7,1.3549
2004-06-09T22:00:00Z,1.9,107,26.5,38.6,1.3154
2004-06-09T23:00:00Z,1.5,84,25.4,40.1,1.2822
2004-06-10T00:00:00Z,1,61,24.1,43.3,1.2839
2004-06-10T01:00:00Z,0.7,42,23.9,45.6,1.3328
2004-06-10T02:00:00Z,1,66,22,52.8,1.3752
2004-06-10T05:00:00Z,0.9,76,19.5,59.4,1.3328
2004-06-10T06:00:00Z,1.2,78,20,56.6,1.3095
2004-06-10T07:00:00Z,2.9,104,21.7,53.9,1.3848
2004-06-10T08:00:00Z,4.8,139,23.7,49,1.4152
2004-06-10T09:00:00Z,4.3,166,25.9,44.3,1.4544
2004-06-10T10:00:00Z,3.1,151,30.1,34.3,1.4414
2004-06-10T11:00:00Z,2.4,134,33.5,27.2,1.3859
2004-06-10T12:00:00Z,2.8,148,35.4,26.1,1.4806
2004-06-10T13:00:00Z,2.5,126,37.9,23.2,1.502
2004-06-10T14:00:00Z,2.6,144,39.7,18.7,1.3306
2004-06-10T15:00:00Z,2.3,133,40.4,17.2,1.2774
2004-06-10T16:00:00Z,2.4,139,40,18.8,1.363
2004-06-10T17:00:00Z,3.5,178,38.9,18.8,1.29
2004-06-10T18:00:00Z,4.8,206,35.8,22.1,1.2792
2004-06-10T19:00:00Z,5.1,211,33.1,25.9,1.2923
2004-06-10T20:00:00Z,4.7,180,30.9,28.2,1.2388
2004-06-10T21:00:00Z,2.4,116,27.5,32.6,1.176
2004-06-10T22:00:00Z,2.5,118,26.3,34.3,1.1605
2004-06-10T23:00:00Z,2.7,115,25.5,34.1,1.0968
2004-06-11T00:00:00Z,1.5,96,24.7,39.3,1.2065
2004-06-11T01:00:00Z,1.1,86,24.2,39.5,1.1764
2004-06-11T02:00:00Z,0.6,65,24.8,37.8,1.1639
2004-06-11T04:00:00Z,0.4,53,22,44.3,1.1553
2004-06-11T05:00:00Z,0.6,74,19.3,51.4,1.1364
2004-06-11T06:00:00Z,1,69,19.8,50.4,1.1525
2004-06-11T07:00:00Z,4.6,131,20.5,48.2,1.1474
2004-06-11T08:00:00Z,4.8,134,22.8,42.7,1.1667
2004-06-11T09:00:00Z,4,148,25.6,35.8,1.1548
2004-06-11T12:00:00Z,2,111,35.9,19.6,1.1422
2004-06-11T13:00:00Z,2,110,37.2,18.2,1.1389
2004-06-11T14:00:00Z,1.9,110,37.3,16.6,1.0435
2004-06-11T15:00:00Z,1.9,116,37.4,14.9,0.9413
2004-06-11T16:00:00Z,1.9,120,36.4,15.1,0.9005
2004-06-11T17:00:00Z,2.6,142,35.4,14.7,0.8323
2004-06-11T18:00:00Z,3.2,146,34.2,14.2,0.7502
2004-06-11T19:00:00Z,3.4,153,31.1,18.7,0.8302
2004-06-11T20:00:00Z,3.4,158,29.1,22,0.8702
2004-06-11T21:00:00Z,2.9,140,27.2,22.5,0.7962
2004-06-11T22:00:00Z,2.7,127,25.3,24.6,0.7796
2004-06-11T23:00:00Z,1.3,97,24.9,27.2,0.8429
2004-06-12T00:00:00Z,1.3,91,23.5,32.2,0.922
2004-06-12T01:00:00Z,0.9,68,23.5,32.7,0.9349
2004-06-12T02:00:00Z,0.6,52,24.1,32,0.9467
2004-06-12T04:00:00Z,0.5,58,20.8,40.2,0.9725
2004-06-12T05:00:00Z,0.9,78,18.8,46.6,1.0027
2004-06-12T06:00:00Z,0.7,61,19.8,46,1.0524
2004-06-12T07:00:00Z,0.6,64,21.3,42.3,1.0625
2004-06-12T08:00:00Z,1.3,81,21.3,41.8,1.0449
2004-06-12T09:00:00Z,1.9,92,24,36.6,1.0772
2004-06-12T10:00:00Z,2.1,101,27.2,30.7,1.0884
2004-06-12T11:00:00Z,1.8,96,32.3,23.6,1.1271
2004-06-12T12:00:00Z,1.8,101,31.9,25.8,1.2023
2004-06-12T13:00:00Z,1.6,91,35.1,21.8,1.2093
2004-06-12T14:00:00Z,1.2,68,36,20.5,1.1995
2004-06-12T15:00:00Z,1.2,76,37,20.1,1.2423
2004-06-12T16:00:00Z,1.4,84,36.4,21,1.2515
2004-06-12T17:00:00Z,1.3,76,35.2,22.6,1.267
2004-06-12T18:00:00Z,1.1,61,32.5,27.6,1.3229
2004-06-12T19:00:00Z,1.1,52,29.1,35.1,1.3919
2004-06-12T20:00:00Z,1.1,59,26.9,39.7,1.3898
2004-06-12T21:00:00Z,1.8,89,26.1,42.2,1.4039
2004-06-12T22:00:00Z,2.3,113,25.5,43.8,1.4095
2004-06-12T23:00:00Z,2.6,112,24.9,45.6,1.4135
2004-06-13T00:00:00Z,2,89,25.2,45.2,1.4262
2004-06-13T01:00:00Z,1,53,25.4,45.5,1.457
2004-06-13T02:00:00Z,0.6,36,26.2,43.6,1.4599
2004-06-13T04:00:00Z,0.5,39,24.4,48.3,1.4499
2004-06-13T05:00:00Z,0.4,33,23.3,51,1.4346
2004-06-13T06:00:00Z,0.4,37,21.6,48.1,1.2259
2004-06-13T07:00:00Z,0.4,36,21.4,47.8,1.2005
2004-06-13T08:00:00Z,0.4,42,20.5,46.8,1.1152
2004-06-13T09:00:00Z,0.5,52,20.8,40.7,0.9882
2004-06-13T10:00:00Z,0.6,60,22.3,35.3,0.9371
2004-06-13T11:00:00Z,0.7,74,21.7,38.3,0.9842
2004-06-13T12:00:00Z,0.7,65,24.4,29.6,0.8921
2004-06-13T13:00:00Z,0.6,52,23.4,34.9,0.991
2004-06-13T14:00:00Z,0.5,40,23.5,35.2,1.0019
2004-06-13T15:00:00Z,0.6,49,22.4,39,1.04
2004-06-13T16:00:00Z,0.8,56,22,41.7,1.0865
2004-06-13T17:00:00Z,0.8,59,21.7,42.7,1.0949
2004-06-13T18:00:00Z,1,68,20.7,43.4,1.047
2004-06-13T19:00:00Z,1,72,20.3,42.6,1.0045
2004-06-13T20:00:00Z,1,78,20.3,44.1,1.0392
2004-06-13T21:00:00Z,0.9,71,20.1,45.2,1.0538
2004-06-13T22:00:00Z,0.7,54,19.8,45.7,1.0424
2004-06-13T23:00:00Z,0.8,57,19.6,45.3,1.0244
2004-06-14T00:00:00Z,0.7,45,19.4,45.9,1.0242
2004-06-14T01:00:00Z,0.5,30,19.7,44.8,1.0172
2004-06-14T02:00:00Z,0.3,16,19.5,46.3,1.0363
2004-06-14T05:00:00Z,0.3,28,19.1,52.7,1.1545
2004-06-14T06:00:00Z,0.7,62,20.3,49.3,1.1596
2004-06-14T07:00:00Z,1.5,92,21.1,46.2,1.1389
2004-06-14T08:00:00Z,1.8,96,21.5,44.5,1.129
2004-06-14T09:00:00Z,1.4,87,22.4,43.6,1.1637
2004-06-14T10:00:00Z,1.5,84,24.8,39.1,1.2039
2004-06-14T11:00:00Z,1.2,73,23.9,42.1,1.2335
2004-06-14T12:00:00Z,1.2,72,25.5,38.3,1.2328
2004-06-14T13:00:00Z,1.3,68,25.4,39.2,1.2534
2004-06-14T14:00:00Z,1,62,25.6,37,1.2006
2004-06-14T15:00:00Z,1.4,70,24.5,38.4,1.1669
2004-06-14T16:00:00Z,1.6,83,23.9,39.9,1.1639
2004-06-14T17:00:00Z,2.7,92,24.2,39.2,1.1665
2004-06-14T18:00:00Z,2.3,103,23.5,41.2,1.1759
2004-06-14T19:00:00Z,1.5,82,22.3,44.9,1.1973
2004-06-14T20:00:00Z,1.4,74,21.7,46.5,1.1917
2004-06-14T21:00:00Z,1,67,22,44.9,1.1699
2004-06-14T22:00:00Z,1.1,74,22.2,44.1,1.1654
2004-06-14T23:00:00Z,1.2,72,21.8,45.6,1.1763
2004-06-15T00:00:00Z,1.2,79,21.6,46,1.1742
2004-06-15T01:00:00Z,0.7,43,21.6,45.8,1.1715
2004-06-15T02:00:00Z,0.5,33,20.7,48.3,1.168
2004-06-15T04:00:00Z,0.4,38,20.8,48.5,1.18
2004-06-15T05:00:00Z,0.5,51,20.8,49.4,1.1994
2004-06-15T06:00:00Z,1,69,19.9,51.8,1.1911
2004-06-15T07:00:00Z,4.4,116,20.9,49.3,1.2049
2004-06-15T08:00:00Z,4,119,23.7,39.9,1.1508
2004-06-15T09:00:00Z,2.4,96,25.3,35.8,1.1421
2004-06-15T10:00:00Z,2.1,109,28.8,29.1,1.1349
2004-06-15T11:00:00Z,2.7,115,30.3,26.9,1.1399
2004-06-15T12:00:00Z,2.8,118,32.8,23.3,1.138
2004-06-15T13:00:00Z,2.3,118,33.9,21.4,1.1135
2004-06-15T14:00:00Z,2,112,35.3,19.6,1.1036
2004-06-15T15:00:00Z,2.6,140,34,20.8,1.0898
2004-06-15T16:00:00Z,2.7,137,35.3,18.8,1.0572
2004-06-15T17:00:00Z,3.1,143,32.6,24.1,1.1688
2004-06-15T18:00:00Z,3.1,148,30.8,28.7,1.2507
2004-06-15T19:00:00Z,3.6,158,28.7,31.2,1.2099
2004-06-15T20:00:00Z,2.9,127,26.8,35.1,1.2201
2004-06-15T21:00:00Z,2.2,109,25.3,39.4,1.2524
2004-06-15T22:00:00Z,2,101,23.9,40.9,1.1966
2004-06-15T23:00:00Z,2.1,114,23,44.4,1.2354
2004-06-16T00:00:00Z,1.9,104,22.2,53.9,1.4237
2004-06-16T01:00:00Z,1.4,81,20.9,59.8,1.4659
2004-06-16T02:00:00Z,0.8,51,21.3,58.1,1.457
2004-06-16T04:00:00Z,0.6,40,20.3,58.9,1.3878
2004-06-16T05:00:00Z,0.5,34,21.3,54.5,1.3682
2004-06-16T06:00:00Z,1,61,20.6,57.4,1.3753
2004-06-16T07:00:00Z,2.7,95,21.3,56.9,1.4226
2004-06-16T08:00:00Z,5,142,22.9,52.4,1.4442
2004-06-16T09:00:00Z,3.3,128,24.1,46.5,1.3802
2004-06-16T10:00:00Z,2.4,115,27.1,38.8,1.3705
2004-06-16T11:00:00Z,1.7,84,28.4,34.4,1.314
2004-06-16T12:00:00Z,1.7,85,30.1,30.9,1.2958
2004-06-16T13:00:00Z,2.4,110,32.7,25.8,1.2547
2004-06-16T14:00:00Z,2.2,107,32.4,25.7,1.2271
2004-06-16T15:00:00Z,2.2,107,33.6,24.4,1.2472
2004-06-16T16:00:00Z,2.3,113,33,26,1.2877
2004-06-16T17:00:00Z,2.6,107,33.2,23.7,1.1855
2004-06-16T18:00:00Z,2.3,106,31.3,25.4,1.1415
2004-06-16T19:00:00Z,3.3,125,28.3,31.7,1.1968
2004-06-16T20:00:00Z,3.5,139,26.5,35,1.1981
2004-06-16T21:00:00Z,2.5,117,24.4,40,1.2079
2004-06-16T22:00:00Z,2.5,107,23.3,43.4,1.2251
2004-06-16T23:00:00Z,2.4,98,22.5,45.3,1.2226
2004-06-17T00:00:00Z,2.5,97,21.8,47.8,1.2325
2004-06-17T01:00:00Z,2.1,95,20.9,51,1.2446
2004-06-17T02:00:00Z,1,68,20.8,51.7,1.2572
2004-06-17T05:00:00Z,0.5,44,20.2,53.8,1.2569
2004-06-17T06:00:00Z,1.3,77,18.3,60.8,1.2635
2004-06-17T07:00:00Z,3.6,100,20.2,54.5,1.2777
2004-06-17T08:00:00Z,4.8,125,21.9,49.9,1.2957
2004-06-17T09:00:00Z,3.7,154,25.2,43,1.3548
2004-06-17T10:00:00Z,1.9,125,28,36.6,1.3603
2004-06-17T11:00:00Z,1.7,117,27.1,38.3,1.3548
2004-06-17T12:00:00Z,1.9,105,27.4,37,1.3319
2004-06-17T13:00:00Z,1.8,103,29.4,32.9,1.3244
2004-06-17T14:00:00Z,1.7,106,31.3,28.7,1.2885
2004-06-17T15:00:00Z,1.8,107,31.5,28.7,1.3058
2004-06-17T16:00:00Z,1.7,102,30.9,30.3,1.3306
2004-06-17T17:00:00Z,2.8,124,31.4,30.3,1.3689
2004-06-17T18:00:00Z,3.6,133,30.7,31.4,1.3686
2004-06-17T19:00:00Z,3.3,125,29,33.4,1.3169
2004-06-17T20:00:00Z,2.9,124,27.3,37.5,1.342
2004-06-17T21:00:00Z,1.7,97,25.8,40.9,1.3389
2004-06-17T22:00:00Z,1.7,94,25.2,43,1.358
2004-06-17T23:00:00Z,2.8,120,24.6,45.8,1.394
2004-06-18T00:00:00Z,1.8,105,24,47.3,1.3914
2004-06-18T01:00:00Z,1,81,23.5,48.3,1.3777
2004-06-18T02:00:00Z,0.5,43,24,45.8,1.3467
2004-06-18T04:00:00Z,0.3,32,22.8,48.1,1.3184
2004-06-18T05:00:00Z,0.4,36,21.9,50.1,1.3002
2004-06-18T06:00:00Z,0.8,59,20.4,54.1,1.28
2004-06-18T07:00:00Z,2.2,92,20.8,52.6,1.2758
2004-06-18T08:00:00Z,4.4,121,22.8,47.9,1.3156
2004-06-18T09:00:00Z,3.7,151,25.2,42.9,1.3552
2004-06-18T10:00:00Z,2.5,142,29.3,34.8,1.397
2004-06-18T11:00:00Z,2.5,141,33.3,27.8,1.4013
2004-06-18T12:00:00Z,2.3,129,34.9,24.9,1.363
2004-06-18T13:00:00Z,2,106,36.1,22.7,1.3324
2004-06-18T14:00:00Z,2,125,37.6,21.1,1.3478
2004-06-18T15:00:00Z,2.1,126,37.3,21.9,1.3761
2004-06-18T16:00:00Z,2.4,147,37.2,21.6,1.3514
2004-06-18T17:00:00Z,3.1,180,35.6,23.4,1.341
2004-06-18T18:00:00Z,2.9,164,33.1,24.3,1.2087
2004-06-18T19:00:00Z,3.5,180,30.5,29.5,1.2635
2004-06-18T20:00:00Z,2.9,153,28.7,35.8,1.3834
2004-06-18T21:00:00Z,1.5,105,26.6,42.2,1.4452
2004-06-18T22:00:00Z,1.7,98,25.2,46.6,1.4733
2004-06-18T23:00:00Z,2.2,107,24.7,47.7,1.4649
2004-06-19T00:00:00Z,1.6,87,24.4,47.4,1.4301
2004-06-19T01:00:00Z,1,80,23.3,49.9,1.4135
2004-06-19T02:00:00Z,0.6,62,23.8,47.3,1.3783
2004-06-19T04:00:00Z,0.6,54,21.2,55,1.3689
2004-06-19T05:00:00Z,0.5,56,21.7,52.6,1.35
2004-06-19T06:00:00Z,0.5,62,22.8,48.9,1.3424
2004-06-19T07:00:00Z,0.9,72,23.5,47.6,1.3611
2004-06-19T08:00:00Z,1.4,86,24.6,44.9,1.3661
2004-06-19T09:00:00Z,1.6,99,27,39.9,1.402
2004-06-19T10:00:00Z,1.6,98,29.3,35.9,1.4411
2004-06-19T11:00:00Z,1.7,102,31.2,32.4,1.4517
2004-06-19T12:00:00Z,1.7,84,34.4,26.6,1.423
2004-06-19T13:00:00Z,1.5,83,36.1,22.1,1.3004
2004-06-21T04:00:00Z,0.3,24,18.9,55.2,1.1895
2004-06-21T05:00:00Z,0.5,43,18.2,57.6,1.193
2004-06-21T06:00:00Z,1.3,64,18.6,56,1.1865
2004-06-21T07:00:00Z,2.5,91,20.8,48,1.1702
2004-06-21T08:00:00Z,3.7,109,23.3,38.6,1.0919
2004-06-21T09:00:00Z,2.5,110,25.1,32.4,1.017
2004-06-21T10:00:00Z,1.8,111,27.8,25.8,0.9473
2004-06-21T11:00:00Z,1.5,106,29.6,21,0.8548
2004-06-21T12:00:00Z,1.5,104,30.2,18,0.7613
2004-06-21T13:00:00Z,1.2,76,30.1,18.5,0.7747
2004-06-21T14:00:00Z,1.4,84,29.5,19.4,0.7872
2004-06-21T15:00:00Z,1.6,102,31.1,18.2,0.8079
2004-06-21T16:00:00Z,1.6,102,30.3,19,0.8103
2004-06-21T17:00:00Z,2.2,124,30.1,19.3,0.8083
2004-06-21T18:00:00Z,3,147,28.6,22.3,0.859
2004-06-21T19:00:00Z,3,138,26.1,28.3,0.9407
2004-06-21T20:00:00Z,2.7,126,24.5,35.7,1.0807
2004-06-21T21:00:00Z,2.1,112,23.1,41.5,1.1582
2004-06-21T22:00:00Z,1.6,95,21.8,46.3,1.1913
2004-06-21T23:00:00Z,1.3,80,20.9,48.9,1.1945
2004-06-22T00:00:00Z,1.1,79,20.5,49.9,1.1903
2004-06-22T01:00:00Z,0.7,49,20,50.9,1.1794
2004-06-22T02:00:00Z,0.4,36,22.1,44.3,1.1665
2004-06-22T04:00:00Z,0.2,40,19.8,50.3,1.1444
2004-06-22T05:00:00Z,0.3,37,19,52.8,1.1489
2004-06-22T06:00:00Z,0.9,67,17.8,56.5,1.1375
